[ 2025-06-11 14:06:30,026 ] 16 root - INFO - Initiate the data ingestion
[ 2025-06-11 14:06:35,164 ] 62 root - INFO - Performed Train test split
[ 2025-06-11 14:06:35,251 ] 75 root - INFO - Exported Train and Test data
[ 2025-06-11 14:06:35,251 ] 18 root - INFO - Data ingestion completed
[ 2025-06-11 14:06:35,271 ] 23 root - INFO - Data Validation Initiated
[ 2025-06-11 14:06:35,353 ] 37 root - INFO - The length of the schema is -2
[ 2025-06-11 14:06:35,353 ] 38 root - INFO - The length of the dataframe is 8844
[ 2025-06-11 14:06:35,353 ] 37 root - INFO - The length of the schema is -2
[ 2025-06-11 14:06:35,353 ] 38 root - INFO - The length of the dataframe is 2211
[ 2025-06-11 14:06:35,353 ] 50 root - INFO - The number of num columns in schema is {schema_num_columns}
[ 2025-06-11 14:06:35,361 ] 52 root - INFO - The number of num column in the dataframe is {num_columns_dataframe}
[ 2025-06-11 14:06:35,361 ] 50 root - INFO - The number of num columns in schema is {schema_num_columns}
[ 2025-06-11 14:06:35,361 ] 52 root - INFO - The number of num column in the dataframe is {num_columns_dataframe}
[ 2025-06-11 14:06:35,553 ] 25 root - INFO - Data Validation completed
[ 2025-06-11 14:06:35,553 ] 30 root - INFO - Data Transformation Initiated
[ 2025-06-11 14:06:35,553 ] 41 root - INFO - Transformation Started
[ 2025-06-11 14:06:35,601 ] 54 root - INFO - Preprocessing Started
[ 2025-06-11 14:06:35,601 ] 35 root - INFO - Preprocessor object Created
[ 2025-06-11 14:06:35,614 ] 61 root - INFO - Preprocessing Completed
