[ 2025-06-15 15:38:01,629 ] 17 root - INFO - Initiate the data ingestion
[ 2025-06-15 15:38:07,422 ] 62 root - INFO - Performed Train test split
[ 2025-06-15 15:38:07,501 ] 75 root - INFO - Exported Train and Test data
[ 2025-06-15 15:38:07,501 ] 19 root - INFO - Data ingestion completed
[ 2025-06-15 15:38:07,519 ] 24 root - INFO - Data Validation Initiated
[ 2025-06-15 15:38:07,616 ] 37 root - INFO - The length of the schema is -2
[ 2025-06-15 15:38:07,616 ] 38 root - INFO - The length of the dataframe is 8844
[ 2025-06-15 15:38:07,621 ] 37 root - INFO - The length of the schema is -2
[ 2025-06-15 15:38:07,621 ] 38 root - INFO - The length of the dataframe is 2211
[ 2025-06-15 15:38:07,621 ] 50 root - INFO - The number of num columns in schema is {schema_num_columns}
[ 2025-06-15 15:38:07,621 ] 52 root - INFO - The number of num column in the dataframe is {num_columns_dataframe}
[ 2025-06-15 15:38:07,621 ] 50 root - INFO - The number of num columns in schema is {schema_num_columns}
[ 2025-06-15 15:38:07,621 ] 52 root - INFO - The number of num column in the dataframe is {num_columns_dataframe}
[ 2025-06-15 15:38:07,821 ] 26 root - INFO - Data Validation completed
[ 2025-06-15 15:38:07,821 ] 31 root - INFO - Data Transformation Initiated
[ 2025-06-15 15:38:07,821 ] 41 root - INFO - Transformation Started
[ 2025-06-15 15:38:07,848 ] 54 root - INFO - Preprocessing Started
[ 2025-06-15 15:38:07,848 ] 35 root - INFO - Preprocessor object Created
[ 2025-06-15 15:38:07,866 ] 61 root - INFO - Preprocessing Completed
[ 2025-06-15 15:38:07,891 ] 76 root - INFO - transformation completed
[ 2025-06-15 15:38:07,893 ] 33 root - INFO - Data Transformation Completed
[ 2025-06-15 15:38:07,893 ] 36 root - INFO - Model training Started
